Access,AVG. Response Time
0,4
1,4
2,4
3,4
4,4
5,4
6,4
7,4
8,4
9,4
10,5
11,5
12,4
13,4
14,4
15,4
16,4
17,5
18,5
19,5
20,4
21,4
22,5
23,4
24,4
25,4
26,4
27,4
28,4
29,4
30,4
31,4
32,4
33,4
34,4
35,4
36,4
37,4
38,4
39,4
40,4
41,4
42,4
43,4
44,4
45,5
46,4
47,5
48,5
49,5
50,6
51,6
52,5
53,6
54,5
55,5
56,5
57,5
58,5
59,5
60,5
61,5
62,5
63,4
64,4
65,4
66,4
67,4
68,4
69,4
70,4
71,4
72,4
73,4
74,4
75,5
76,4
77,4
78,4
79,4
80,4
81,4
82,4
83,4
84,5
85,4
86,5
87,5
88,5
89,4
90,4
91,5
92,5
93,5
94,5
95,5
96,5
97,5
98,5
99,4
100,4
101,4
102,4
103,4
104,4
105,4
106,4
107,4
108,4
109,6
110,5
111,5
112,5
113,5
114,5
115,5
116,5
117,5
118,5
119,5
120,5
121,5
122,5
123,5
124,4
125,5
126,4
127,4
128,4
129,4
130,4
131,4
132,5
133,4
134,4
135,4
136,4
137,4
138,5
139,5
140,4
141,4
142,4
143,4
144,4
145,4
146,4
147,4
148,4
149,4
150,4
151,4
152,4
153,4
154,4
155,4
156,4
157,4
158,4
159,4
160,4
161,5
162,4
163,5
164,4
165,5
166,4
167,4
168,4
169,5
170,5
171,5
172,5
173,5
174,6
175,5
176,5
177,5
178,5
179,5
180,5
181,5
182,5
183,5
184,5
185,4
186,5
187,4
188,5
189,4
190,4
191,4
192,4
193,4
194,4
195,4
196,4
197,5
198,4
199,4
200,4
201,4
202,4
203,4
204,4
205,5
206,4
207,4
208,4
209,4
210,4
211,4
212,4
213,4
214,5
215,4
216,4
217,4
218,5
219,5
220,4
221,5
222,5
223,4
224,4
225,4
226,4
227,5
228,5
229,5
230,4
231,5
232,5
233,5
234,5
235,5
236,5
237,5
238,5
239,5
240,5
241,5
242,5
243,5
244,5
245,5
246,4
247,5
248,4
249,5
250,4
251,5
252,4
253,4
254,4
255,4
256,4
257,5
258,4
259,4
260,4
261,4
262,4
263,4
264,4
265,4
266,4
267,4
268,4
269,4
270,4
271,4
272,4
273,4
274,4
275,4
276,4
277,5
278,4
279,4
280,4
281,4
282,4
283,5
284,5
285,5
286,5
287,4
288,5
289,5
290,5
291,4
292,4
293,4
294,5
295,5
296,5
297,5
298,6
299,6
300,5
301,5
302,5
303,5
304,5
305,5
306,5
307,5
308,5
309,4
310,5
311,4
312,5
313,5
314,5
315,4
316,5
317,5
318,5
319,5
320,4
321,5
322,5
323,5
324,5
325,4
326,5
327,5
328,5
329,4
330,4
331,5
332,5
333,5
334,5
335,5
336,5
337,4
338,5
339,5
340,5
341,5
342,5
343,4
344,4
345,4
346,5
347,4
348,4
349,4
350,5
351,5
352,5
353,5
354,4
355,5
356,5
357,6
358,5
359,5
360,6
361,5
362,5
363,5
364,5
365,5
366,5
367,6
368,4
369,5
370,4
371,5
372,5
373,5
374,5
375,5
376,5
377,5
378,5
379,5
380,4
381,4
382,4
383,4
384,5
385,4
386,4
387,4
388,4
389,4
390,4
391,4
392,4
393,4
394,4
395,4
396,4
397,4
398,4
399,4
400,5
401,4
402,4
403,4
404,4
405,4
406,4
407,4
408,4
409,4
410,4
411,4
412,4
413,4
414,4
415,4
416,4
417,5
418,5
419,5
420,5
421,5
422,6
423,5
424,5
425,5
426,5
427,4
428,5
429,4
430,5
431,4
432,4
433,5
434,5
435,4
436,4
437,5
438,5
439,4
440,5
441,5
442,4
443,4
444,4
445,4
446,4
447,4
448,4
449,4
450,4
451,4
452,4
453,4
454,4
455,4
456,4
457,4
458,4
459,4
460,4
461,4
462,4
463,4
464,4
465,4
466,5
467,4
468,4
469,4
470,4
471,4
472,4
473,4
474,5
475,5
476,5
477,4
478,4
479,5
480,5
481,5
482,5
483,5
484,5
485,5
486,5
487,5
488,4
489,5
490,4
491,4
492,4
493,4
494,4
495,5
496,4
497,4
498,4
499,4
